break_angle,min_break_mass,merge_angle,debounce_ms,jaccard_threshold,break_method,angle_map,tp,fp,fn,total_errors,precision,recall,f1,n_bounds,n_markers
25,1.25,5,75,0.75,hybrid,dissonance,84,72,32,104,53.8,72.4,61.76,156,116
45,1.25,5,10,0.625,hybrid,dissonance,84,72,32,104,53.8,72.4,61.76,156,116
45,1.25,5,10,0.625,hybrid_split,dissonance,84,72,32,104,53.8,72.4,61.76,156,116
45,1.25,5,25,0.625,hybrid,dissonance,84,72,32,104,53.8,72.4,61.76,156,116
45,1.25,5,25,0.625,hybrid_split,dissonance,84,72,32,104,53.8,72.4,61.76,156,116
45,1.25,5,50,0.625,hybrid,dissonance,84,72,32,104,53.8,72.4,61.76,156,116
45,1.25,5,50,0.625,hybrid_split,dissonance,84,72,32,104,53.8,72.4,61.76,156,116
55,1.0,25,100,0.625,hybrid_split,dissonance,84,72,32,104,53.8,72.4,61.76,156,116
15,1.0,15,10,0.5,hybrid,dissonance,85,73,31,104,53.8,73.3,62.04,158,116
15,1.0,15,10,0.5,hybrid_split,dissonance,85,73,31,104,53.8,73.3,62.04,158,116
15,1.0,15,25,0.5,hybrid,dissonance,85,73,31,104,53.8,73.3,62.04,158,116
15,1.0,15,25,0.5,hybrid_split,dissonance,85,73,31,104,53.8,73.3,62.04,158,116
15,1.0,15,50,0.5,hybrid,dissonance,85,73,31,104,53.8,73.3,62.04,158,116
15,1.0,15,50,0.5,hybrid_split,dissonance,85,73,31,104,53.8,73.3,62.04,158,116
35,1.0,5,100,0.5,hybrid_split,dissonance,85,73,31,104,53.8,73.3,62.04,158,116
45,1.0,5,10,0.5,hybrid,dissonance,85,73,31,104,53.8,73.3,62.04,158,116
45,1.0,5,10,0.5,hybrid_split,dissonance,85,73,31,104,53.8,73.3,62.04,158,116
45,1.0,5,25,0.5,hybrid,dissonance,85,73,31,104,53.8,73.3,62.04,158,116
45,1.0,5,25,0.5,hybrid_split,dissonance,85,73,31,104,53.8,73.3,62.04,158,116
45,1.0,5,50,0.5,hybrid,dissonance,85,73,31,104,53.8,73.3,62.04,158,116
45,1.0,5,50,0.5,hybrid_split,dissonance,85,73,31,104,53.8,73.3,62.04,158,116
25,1.0,15,75,0.75,hybrid,dissonance,86,74,30,104,53.8,74.1,62.32,160,116
55,0.5,30,100,0.375,hybrid_split,dissonance,86,74,30,104,53.8,74.1,62.32,160,116
45,1.0,20,100,0.625,hybrid_split,dissonance,87,75,29,104,53.7,75.0,62.59,162,116
65,1.25,5,75,0.75,hybrid_split,dissonance,87,75,29,104,53.7,75.0,62.59,162,116
15,1.0,5,10,0.125,hybrid,dissonance,88,76,28,104,53.7,75.9,62.86,164,116
15,1.0,5,10,0.125,hybrid_split,dissonance,88,76,28,104,53.7,75.9,62.86,164,116
15,1.0,5,25,0.125,hybrid,dissonance,88,76,28,104,53.7,75.9,62.86,164,116
15,1.0,5,25,0.125,hybrid_split,dissonance,88,76,28,104,53.7,75.9,62.86,164,116
15,1.0,5,50,0.125,hybrid,dissonance,88,76,28,104,53.7,75.9,62.86,164,116
15,1.0,5,50,0.125,hybrid_split,dissonance,88,76,28,104,53.7,75.9,62.86,164,116
15,1.0,5,10,0.25,hybrid,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,5,10,0.25,hybrid_split,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,5,25,0.25,hybrid,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,5,25,0.25,hybrid_split,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,5,50,0.25,hybrid,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,5,50,0.25,hybrid_split,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,5,100,0.5,hybrid_split,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,20,10,0.625,hybrid,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,20,10,0.625,hybrid_split,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,20,10,0.75,hybrid,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,20,10,0.75,hybrid_split,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,20,25,0.625,hybrid,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,20,25,0.625,hybrid_split,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,20,25,0.75,hybrid,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,20,25,0.75,hybrid_split,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,20,50,0.625,hybrid,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,20,50,0.625,hybrid_split,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,20,50,0.75,hybrid,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
15,1.0,20,50,0.75,hybrid_split,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
35,1.0,15,10,0.625,hybrid,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
35,1.0,15,10,0.625,hybrid_split,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
35,1.0,15,25,0.625,hybrid,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
35,1.0,15,25,0.625,hybrid_split,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
35,1.0,15,50,0.625,hybrid,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
35,1.0,15,50,0.625,hybrid_split,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
55,1.0,15,75,0.75,hybrid_split,dissonance,89,77,27,104,53.6,76.7,63.12,166,116
65,1.0,10,75,0.75,hybrid,dissonance,90,78,26,104,53.6,77.6,63.38,168,116
35,0.5,30,75,0.125,hybrid,dissonance,93,81,23,104,53.4,80.2,64.14,174,116
35,0.5,15,75,0.25,hybrid_split,dissonance,94,82,22,104,53.4,81.0,64.38,176,116
45,0.5,20,100,0.5,hybrid_split,dissonance,97,85,19,104,53.3,83.6,65.1,182,116
55,0.5,20,100,0.5,hybrid_split,dissonance,97,85,19,104,53.3,83.6,65.1,182,116
65,0.5,20,100,0.5,hybrid_split,dissonance,97,85,19,104,53.3,83.6,65.1,182,116
25,0.5,15,100,0.5,hybrid_split,dissonance,102,90,14,104,53.1,87.9,66.23,192,116
25,0.5,30,75,0.125,hybrid,dissonance,102,90,14,104,53.1,87.9,66.23,192,116
15,0.75,10,100,0.625,hybrid_split,dissonance,104,92,12,104,53.1,89.7,66.67,196,116
25,0.5,25,75,0.25,hybrid_split,dissonance,106,94,10,104,53.0,91.4,67.09,200,116
25,0.5,30,75,0.25,hybrid_split,dissonance,106,94,10,104,53.0,91.4,67.09,200,116
25,0.5,25,10,0.25,hybrid,dissonance,109,97,7,104,52.9,94.0,67.7,206,116
25,0.5,25,10,0.25,hybrid_split,dissonance,109,97,7,104,52.9,94.0,67.7,206,116
25,0.5,25,25,0.25,hybrid,dissonance,109,97,7,104,52.9,94.0,67.7,206,116
25,0.5,25,25,0.25,hybrid_split,dissonance,109,97,7,104,52.9,94.0,67.7,206,116
25,0.5,25,50,0.25,hybrid,dissonance,109,97,7,104,52.9,94.0,67.7,206,116
25,0.5,25,50,0.25,hybrid_split,dissonance,109,97,7,104,52.9,94.0,67.7,206,116
25,0.5,30,10,0.25,hybrid,dissonance,109,97,7,104,52.9,94.0,67.7,206,116
25,0.5,30,10,0.25,hybrid_split,dissonance,109,97,7,104,52.9,94.0,67.7,206,116
25,0.5,30,25,0.25,hybrid,dissonance,109,97,7,104,52.9,94.0,67.7,206,116
25,0.5,30,25,0.25,hybrid_split,dissonance,109,97,7,104,52.9,94.0,67.7,206,116
25,0.5,30,50,0.25,hybrid,dissonance,109,97,7,104,52.9,94.0,67.7,206,116
25,0.5,30,50,0.25,hybrid_split,dissonance,109,97,7,104,52.9,94.0,67.7,206,116
45,0.25,20,100,0.125,hybrid,dissonance,58,47,58,105,55.2,50.0,52.49,105,116
55,0.25,10,100,0.375,hybrid,dissonance,58,47,58,105,55.2,50.0,52.49,105,116
65,1.0,25,10,0.375,hybrid,dissonance,59,48,57,105,55.1,50.9,52.91,107,116
65,1.0,25,10,0.375,hybrid_split,dissonance,59,48,57,105,55.1,50.9,52.91,107,116
65,1.0,25,25,0.375,hybrid,dissonance,59,48,57,105,55.1,50.9,52.91,107,116
65,1.0,25,25,0.375,hybrid_split,dissonance,59,48,57,105,55.1,50.9,52.91,107,116
65,1.0,25,50,0.375,hybrid,dissonance,59,48,57,105,55.1,50.9,52.91,107,116
65,1.0,25,50,0.375,hybrid_split,dissonance,59,48,57,105,55.1,50.9,52.91,107,116
25,1.25,5,10,0.125,hybrid,dissonance,60,49,56,105,55.0,51.7,53.33,109,116
25,1.25,5,10,0.125,hybrid_split,dissonance,60,49,56,105,55.0,51.7,53.33,109,116
25,1.25,5,25,0.125,hybrid,dissonance,60,49,56,105,55.0,51.7,53.33,109,116
25,1.25,5,25,0.125,hybrid_split,dissonance,60,49,56,105,55.0,51.7,53.33,109,116
25,1.25,5,50,0.125,hybrid,dissonance,60,49,56,105,55.0,51.7,53.33,109,116
25,1.25,5,50,0.125,hybrid_split,dissonance,60,49,56,105,55.0,51.7,53.33,109,116
55,0.25,25,100,0.25,hybrid,dissonance,60,49,56,105,55.0,51.7,53.33,109,116
45,0.5,30,100,0.125,hybrid_split,dissonance,61,50,55,105,55.0,52.6,53.74,111,116
55,0.5,10,100,0.25,hybrid_split,dissonance,62,51,54,105,54.9,53.4,54.15,113,116
65,0.25,30,150,0.375,hybrid_split,dissonance,63,52,53,105,54.8,54.3,54.55,115,116
55,0.25,15,100,0.25,hybrid_split,dissonance,64,53,52,105,54.7,55.2,54.94,117,116
55,1.0,20,150,0.375,hybrid_split,dissonance,64,53,52,105,54.7,55.2,54.94,117,116
55,0.25,25,150,0.375,hybrid_split,dissonance,65,54,51,105,54.6,56.0,55.32,119,116
55,0.25,30,150,0.375,hybrid_split,dissonance,65,54,51,105,54.6,56.0,55.32,119,116
25,1.25,20,100,0.375,hybrid_split,dissonance,66,55,50,105,54.5,56.9,55.7,121,116
35,1.25,20,100,0.375,hybrid_split,dissonance,66,55,50,105,54.5,56.9,55.7,121,116
45,0.25,15,100,0.25,hybrid,dissonance,66,55,50,105,54.5,56.9,55.7,121,116
35,1.25,25,75,0.375,hybrid_split,dissonance,67,56,49,105,54.5,57.8,56.07,123,116
45,1.25,10,10,0.375,hybrid,dissonance,67,56,49,105,54.5,57.8,56.07,123,116
45,1.25,10,10,0.375,hybrid_split,dissonance,67,56,49,105,54.5,57.8,56.07,123,116
45,1.25,10,25,0.375,hybrid,dissonance,67,56,49,105,54.5,57.8,56.07,123,116
45,1.25,10,25,0.375,hybrid_split,dissonance,67,56,49,105,54.5,57.8,56.07,123,116
45,1.25,10,50,0.375,hybrid,dissonance,67,56,49,105,54.5,57.8,56.07,123,116
45,1.25,10,50,0.375,hybrid_split,dissonance,67,56,49,105,54.5,57.8,56.07,123,116
25,1.25,10,100,0.5,hybrid_split,dissonance,69,58,47,105,54.3,59.5,56.79,127,116
45,1.25,10,10,0.5,hybrid,dissonance,69,58,47,105,54.3,59.5,56.79,127,116
45,1.25,10,10,0.5,hybrid_split,dissonance,69,58,47,105,54.3,59.5,56.79,127,116
45,1.25,10,25,0.5,hybrid,dissonance,69,58,47,105,54.3,59.5,56.79,127,116
45,1.25,10,25,0.5,hybrid_split,dissonance,69,58,47,105,54.3,59.5,56.79,127,116
45,1.25,10,50,0.5,hybrid,dissonance,69,58,47,105,54.3,59.5,56.79,127,116
45,1.25,10,50,0.5,hybrid_split,dissonance,69,58,47,105,54.3,59.5,56.79,127,116
45,0.25,15,150,0.375,hybrid_split,dissonance,70,59,46,105,54.3,60.3,57.14,129,116
15,1.25,20,10,0.125,hybrid,dissonance,71,60,45,105,54.2,61.2,57.49,131,116
15,1.25,20,10,0.125,hybrid_split,dissonance,71,60,45,105,54.2,61.2,57.49,131,116
15,1.25,20,25,0.125,hybrid,dissonance,71,60,45,105,54.2,61.2,57.49,131,116
15,1.25,20,25,0.125,hybrid_split,dissonance,71,60,45,105,54.2,61.2,57.49,131,116
15,1.25,20,50,0.125,hybrid,dissonance,71,60,45,105,54.2,61.2,57.49,131,116
15,1.25,20,50,0.125,hybrid_split,dissonance,71,60,45,105,54.2,61.2,57.49,131,116
35,0.25,20,150,0.375,hybrid_split,dissonance,71,60,45,105,54.2,61.2,57.49,131,116
35,1.25,10,10,0.375,hybrid,dissonance,71,60,45,105,54.2,61.2,57.49,131,116
35,1.25,10,10,0.375,hybrid_split,dissonance,71,60,45,105,54.2,61.2,57.49,131,116
35,1.25,10,25,0.375,hybrid,dissonance,71,60,45,105,54.2,61.2,57.49,131,116
35,1.25,10,25,0.375,hybrid_split,dissonance,71,60,45,105,54.2,61.2,57.49,131,116
35,1.25,10,50,0.375,hybrid,dissonance,71,60,45,105,54.2,61.2,57.49,131,116
35,1.25,10,50,0.375,hybrid_split,dissonance,71,60,45,105,54.2,61.2,57.49,131,116
15,1.25,25,10,0.375,hybrid,dissonance,72,61,44,105,54.1,62.1,57.83,133,116
15,1.25,25,10,0.375,hybrid_split,dissonance,72,61,44,105,54.1,62.1,57.83,133,116
15,1.25,25,25,0.375,hybrid,dissonance,72,61,44,105,54.1,62.1,57.83,133,116
15,1.25,25,25,0.375,hybrid_split,dissonance,72,61,44,105,54.1,62.1,57.83,133,116
15,1.25,25,50,0.375,hybrid,dissonance,72,61,44,105,54.1,62.1,57.83,133,116
15,1.25,25,50,0.375,hybrid_split,dissonance,72,61,44,105,54.1,62.1,57.83,133,116
35,0.25,30,150,0.5,hybrid_split,dissonance,72,61,44,105,54.1,62.1,57.83,133,116
35,0.25,15,150,0.5,hybrid_split,dissonance,74,63,42,105,54.0,63.8,58.5,137,116
25,1.25,25,10,0.625,hybrid,dissonance,77,66,39,105,53.8,66.4,59.46,143,116
25,1.25,25,10,0.625,hybrid_split,dissonance,77,66,39,105,53.8,66.4,59.46,143,116
25,1.25,25,25,0.625,hybrid,dissonance,77,66,39,105,53.8,66.4,59.46,143,116
25,1.25,25,25,0.625,hybrid_split,dissonance,77,66,39,105,53.8,66.4,59.46,143,116
25,1.25,25,50,0.625,hybrid,dissonance,77,66,39,105,53.8,66.4,59.46,143,116
25,1.25,25,50,0.625,hybrid_split,dissonance,77,66,39,105,53.8,66.4,59.46,143,116
45,0.5,15,10,0.25,hybrid,dissonance,78,67,38,105,53.8,67.2,59.77,145,116
45,0.5,15,10,0.25,hybrid_split,dissonance,78,67,38,105,53.8,67.2,59.77,145,116
45,0.5,15,25,0.25,hybrid,dissonance,78,67,38,105,53.8,67.2,59.77,145,116
45,0.5,15,25,0.25,hybrid_split,dissonance,78,67,38,105,53.8,67.2,59.77,145,116
45,0.5,15,50,0.25,hybrid,dissonance,78,67,38,105,53.8,67.2,59.77,145,116
45,0.5,15,50,0.25,hybrid_split,dissonance,78,67,38,105,53.8,67.2,59.77,145,116
15,1.0,15,10,0.125,hybrid,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
15,1.0,15,10,0.125,hybrid_split,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
15,1.0,15,25,0.125,hybrid,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
15,1.0,15,25,0.125,hybrid_split,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
15,1.0,15,50,0.125,hybrid,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
15,1.0,15,50,0.125,hybrid_split,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
15,1.25,20,10,0.75,hybrid,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
15,1.25,20,10,0.75,hybrid_split,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
15,1.25,20,25,0.75,hybrid,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
15,1.25,20,25,0.75,hybrid_split,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
15,1.25,20,50,0.75,hybrid,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
15,1.25,20,50,0.75,hybrid_split,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
25,1.25,20,10,0.75,hybrid,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
25,1.25,20,10,0.75,hybrid_split,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
25,1.25,20,25,0.75,hybrid,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
25,1.25,20,25,0.75,hybrid_split,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
25,1.25,20,50,0.75,hybrid,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
25,1.25,20,50,0.75,hybrid_split,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
35,1.25,15,10,0.75,hybrid,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
35,1.25,15,10,0.75,hybrid_split,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
35,1.25,15,25,0.75,hybrid,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
35,1.25,15,25,0.75,hybrid_split,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
35,1.25,15,50,0.75,hybrid,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
35,1.25,15,50,0.75,hybrid_split,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
45,1.25,15,10,0.75,hybrid,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
45,1.25,15,10,0.75,hybrid_split,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
45,1.25,15,25,0.75,hybrid,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
45,1.25,15,25,0.75,hybrid_split,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
45,1.25,15,50,0.75,hybrid,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
45,1.25,15,50,0.75,hybrid_split,dissonance,79,68,37,105,53.7,68.1,60.08,147,116
25,1.0,25,10,0.375,hybrid,dissonance,80,69,36,105,53.7,69.0,60.38,149,116
25,1.0,25,10,0.375,hybrid_split,dissonance,80,69,36,105,53.7,69.0,60.38,149,116
25,1.0,25,25,0.375,hybrid,dissonance,80,69,36,105,53.7,69.0,60.38,149,116
25,1.0,25,25,0.375,hybrid_split,dissonance,80,69,36,105,53.7,69.0,60.38,149,116
25,1.0,25,50,0.375,hybrid,dissonance,80,69,36,105,53.7,69.0,60.38,149,116
25,1.0,25,50,0.375,hybrid_split,dissonance,80,69,36,105,53.7,69.0,60.38,149,116
25,1.25,5,75,0.625,hybrid,dissonance,80,69,36,105,53.7,69.0,60.38,149,116
45,1.0,10,75,0.5,hybrid_split,dissonance,80,69,36,105,53.7,69.0,60.38,149,116
15,1.25,10,75,0.625,hybrid,dissonance,81,70,35,105,53.6,69.8,60.67,151,116
25,1.0,30,100,0.625,hybrid_split,dissonance,81,70,35,105,53.6,69.8,60.67,151,116
55,1.25,10,75,0.75,hybrid,dissonance,81,70,35,105,53.6,69.8,60.67,151,116
25,1.0,10,75,0.5,hybrid,dissonance,83,72,33,105,53.5,71.6,61.25,155,116
25,1.0,20,10,0.5,hybrid,dissonance,83,72,33,105,53.5,71.6,61.25,155,116
25,1.0,20,10,0.5,hybrid_split,dissonance,83,72,33,105,53.5,71.6,61.25,155,116
25,1.0,20,25,0.5,hybrid,dissonance,83,72,33,105,53.5,71.6,61.25,155,116
25,1.0,20,25,0.5,hybrid_split,dissonance,83,72,33,105,53.5,71.6,61.25,155,116
25,1.0,20,50,0.5,hybrid,dissonance,83,72,33,105,53.5,71.6,61.25,155,116
25,1.0,20,50,0.5,hybrid_split,dissonance,83,72,33,105,53.5,71.6,61.25,155,116
55,1.25,10,75,0.625,hybrid_split,dissonance,83,72,33,105,53.5,71.6,61.25,155,116
15,1.0,20,10,0.5,hybrid,dissonance,84,73,32,105,53.5,72.4,61.54,157,116
15,1.0,20,10,0.5,hybrid_split,dissonance,84,73,32,105,53.5,72.4,61.54,157,116
15,1.0,20,25,0.5,hybrid,dissonance,84,73,32,105,53.5,72.4,61.54,157,116
15,1.0,20,25,0.5,hybrid_split,dissonance,84,73,32,105,53.5,72.4,61.54,157,116
15,1.0,20,50,0.5,hybrid,dissonance,84,73,32,105,53.5,72.4,61.54,157,116
15,1.0,20,50,0.5,hybrid_split,dissonance,84,73,32,105,53.5,72.4,61.54,157,116
55,1.25,5,10,0.625,hybrid,dissonance,84,73,32,105,53.5,72.4,61.54,157,116
55,1.25,5,10,0.625,hybrid_split,dissonance,84,73,32,105,53.5,72.4,61.54,157,116
55,1.25,5,25,0.625,hybrid,dissonance,84,73,32,105,53.5,72.4,61.54,157,116
55,1.25,5,25,0.625,hybrid_split,dissonance,84,73,32,105,53.5,72.4,61.54,157,116
55,1.25,5,50,0.625,hybrid,dissonance,84,73,32,105,53.5,72.4,61.54,157,116
55,1.25,5,50,0.625,hybrid_split,dissonance,84,73,32,105,53.5,72.4,61.54,157,116
65,0.5,25,100,0.375,hybrid_split,dissonance,84,73,32,105,53.5,72.4,61.54,157,116
65,0.5,30,100,0.375,hybrid_split,dissonance,84,73,32,105,53.5,72.4,61.54,157,116
35,1.0,10,10,0.5,hybrid,dissonance,85,74,31,105,53.5,73.3,61.82,159,116
35,1.0,10,10,0.5,hybrid_split,dissonance,85,74,31,105,53.5,73.3,61.82,159,116
35,1.0,10,25,0.5,hybrid,dissonance,85,74,31,105,53.5,73.3,61.82,159,116
35,1.0,10,25,0.5,hybrid_split,dissonance,85,74,31,105,53.5,73.3,61.82,159,116
35,1.0,10,50,0.5,hybrid,dissonance,85,74,31,105,53.5,73.3,61.82,159,116
35,1.0,10,50,0.5,hybrid_split,dissonance,85,74,31,105,53.5,73.3,61.82,159,116
45,1.0,25,100,0.625,hybrid_split,dissonance,85,74,31,105,53.5,73.3,61.82,159,116
15,1.0,15,75,0.625,hybrid,dissonance,86,75,30,105,53.4,74.1,62.09,161,116
15,1.0,15,75,0.75,hybrid,dissonance,86,75,30,105,53.4,74.1,62.09,161,116
35,0.25,30,100,0.25,hybrid_split,dissonance,86,75,30,105,53.4,74.1,62.09,161,116
15,1.25,5,75,0.625,hybrid_split,dissonance,87,76,29,105,53.4,75.0,62.37,163,116
35,1.25,5,75,0.75,hybrid_split,dissonance,87,76,29,105,53.4,75.0,62.37,163,116
45,1.25,5,75,0.75,hybrid_split,dissonance,87,76,29,105,53.4,75.0,62.37,163,116
25,1.0,20,10,0.625,hybrid,dissonance,88,77,28,105,53.3,75.9,62.63,165,116
25,1.0,20,10,0.625,hybrid_split,dissonance,88,77,28,105,53.3,75.9,62.63,165,116
25,1.0,20,25,0.625,hybrid,dissonance,88,77,28,105,53.3,75.9,62.63,165,116
25,1.0,20,25,0.625,hybrid_split,dissonance,88,77,28,105,53.3,75.9,62.63,165,116
25,1.0,20,50,0.625,hybrid,dissonance,88,77,28,105,53.3,75.9,62.63,165,116
25,1.0,20,50,0.625,hybrid_split,dissonance,88,77,28,105,53.3,75.9,62.63,165,116
25,1.0,15,75,0.75,hybrid_split,dissonance,89,78,27,105,53.3,76.7,62.9,167,116
65,0.5,5,100,0.375,hybrid_split,dissonance,89,78,27,105,53.3,76.7,62.9,167,116
65,1.0,15,10,0.75,hybrid,dissonance,89,78,27,105,53.3,76.7,62.9,167,116
65,1.0,15,10,0.75,hybrid_split,dissonance,89,78,27,105,53.3,76.7,62.9,167,116
65,1.0,15,25,0.75,hybrid,dissonance,89,78,27,105,53.3,76.7,62.9,167,116
65,1.0,15,25,0.75,hybrid_split,dissonance,89,78,27,105,53.3,76.7,62.9,167,116
65,1.0,15,50,0.75,hybrid,dissonance,89,78,27,105,53.3,76.7,62.9,167,116
65,1.0,15,50,0.75,hybrid_split,dissonance,89,78,27,105,53.3,76.7,62.9,167,116
35,1.0,10,75,0.75,hybrid,dissonance,90,79,26,105,53.3,77.6,63.16,169,116
45,1.0,10,75,0.75,hybrid,dissonance,90,79,26,105,53.3,77.6,63.16,169,116
65,0.5,15,100,0.375,hybrid_split,dissonance,90,79,26,105,53.3,77.6,63.16,169,116
35,0.5,20,75,0.125,hybrid,dissonance,91,80,25,105,53.2,78.4,63.41,171,116
65,1.0,5,75,0.625,hybrid_split,dissonance,91,80,25,105,53.2,78.4,63.41,171,116
65,1.0,5,75,0.75,hybrid,dissonance,91,80,25,105,53.2,78.4,63.41,171,116
65,1.0,10,75,0.625,hybrid_split,dissonance,91,80,25,105,53.2,78.4,63.41,171,116
35,1.0,5,75,0.625,hybrid_split,dissonance,92,81,24,105,53.2,79.3,63.67,173,116
35,1.0,10,75,0.625,hybrid_split,dissonance,92,81,24,105,53.2,79.3,63.67,173,116
15,0.5,25,100,0.375,hybrid_split,dissonance,98,87,18,105,53.0,84.5,65.12,185,116
15,0.5,30,100,0.375,hybrid_split,dissonance,98,87,18,105,53.0,84.5,65.12,185,116
35,0.5,20,100,0.5,hybrid_split,dissonance,98,87,18,105,53.0,84.5,65.12,185,116
25,0.5,25,75,0.125,hybrid,dissonance,101,90,15,105,52.9,87.1,65.8,191,116
15,0.5,20,100,0.5,hybrid_split,dissonance,102,91,14,105,52.8,87.9,66.02,193,116
25,0.5,10,100,0.5,hybrid_split,dissonance,102,91,14,105,52.8,87.9,66.02,193,116
35,0.5,20,10,0.25,hybrid,dissonance,102,91,14,105,52.8,87.9,66.02,193,116
35,0.5,20,10,0.25,hybrid_split,dissonance,102,91,14,105,52.8,87.9,66.02,193,116
35,0.5,20,25,0.25,hybrid,dissonance,102,91,14,105,52.8,87.9,66.02,193,116
35,0.5,20,25,0.25,hybrid_split,dissonance,102,91,14,105,52.8,87.9,66.02,193,116
35,0.5,20,50,0.25,hybrid,dissonance,102,91,14,105,52.8,87.9,66.02,193,116
35,0.5,20,50,0.25,hybrid_split,dissonance,102,91,14,105,52.8,87.9,66.02,193,116
25,0.75,5,100,0.625,hybrid_split,dissonance,104,93,12,105,52.8,89.7,66.45,197,116
15,0.75,5,100,0.625,hybrid_split,dissonance,105,94,11,105,52.8,90.5,66.67,199,116
15,0.75,5,75,0.75,hybrid_split,dissonance,113,102,3,105,52.6,97.4,68.28,215,116
45,0.5,25,100,0.125,hybrid_split,dissonance,58,48,58,106,54.7,50.0,52.25,106,116
55,0.5,30,10,0.125,hybrid,dissonance,59,49,57,106,54.6,50.9,52.68,108,116
55,0.5,30,10,0.125,hybrid_split,dissonance,59,49,57,106,54.6,50.9,52.68,108,116
55,0.5,30,25,0.125,hybrid,dissonance,59,49,57,106,54.6,50.9,52.68,108,116
55,0.5,30,25,0.125,hybrid_split,dissonance,59,49,57,106,54.6,50.9,52.68,108,116
55,0.5,30,50,0.125,hybrid,dissonance,59,49,57,106,54.6,50.9,52.68,108,116
55,0.5,30,50,0.125,hybrid_split,dissonance,59,49,57,106,54.6,50.9,52.68,108,116
55,0.5,30,75,0.125,hybrid_split,dissonance,60,50,56,106,54.5,51.7,53.1,110,116
45,1.25,15,100,0.375,hybrid_split,dissonance,61,51,55,106,54.5,52.6,53.51,112,116
55,0.25,15,100,0.25,hybrid,dissonance,61,51,55,106,54.5,52.6,53.51,112,116
65,1.0,20,10,0.375,hybrid,dissonance,61,51,55,106,54.5,52.6,53.51,112,116
65,1.0,20,10,0.375,hybrid_split,dissonance,61,51,55,106,54.5,52.6,53.51,112,116
65,1.0,20,25,0.375,hybrid,dissonance,61,51,55,106,54.5,52.6,53.51,112,116
65,1.0,20,25,0.375,hybrid_split,dissonance,61,51,55,106,54.5,52.6,53.51,112,116
65,1.0,20,50,0.375,hybrid,dissonance,61,51,55,106,54.5,52.6,53.51,112,116
65,1.0,20,50,0.375,hybrid_split,dissonance,61,51,55,106,54.5,52.6,53.51,112,116
