break_angle,min_break_mass,merge_angle,debounce_ms,jaccard_threshold,break_method,angle_map,tp,fp,fn,total_errors,precision,recall,f1,n_bounds,n_markers
35,0.75,20,10,0.5,hybrid_split,dissonance,107,73,9,82,59.4,92.2,72.3,180,116
35,0.75,20,25,0.5,hybrid,dissonance,107,73,9,82,59.4,92.2,72.3,180,116
35,0.75,20,25,0.5,hybrid_split,dissonance,107,73,9,82,59.4,92.2,72.3,180,116
35,0.75,20,50,0.5,hybrid,dissonance,107,73,9,82,59.4,92.2,72.3,180,116
35,0.75,20,50,0.5,hybrid_split,dissonance,107,73,9,82,59.4,92.2,72.3,180,116
15,0.75,20,75,0.375,hybrid_split,dissonance,108,74,8,82,59.3,93.1,72.48,182,116
15,0.75,25,75,0.375,hybrid_split,dissonance,108,74,8,82,59.3,93.1,72.48,182,116
65,0.75,30,75,0.625,hybrid_split,dissonance,108,74,8,82,59.3,93.1,72.48,182,116
15,0.75,30,75,0.5,hybrid_split,dissonance,109,75,7,82,59.2,94.0,72.67,184,116
55,0.75,30,75,0.75,hybrid,dissonance,110,76,6,82,59.1,94.8,72.85,186,116
15,0.75,10,150,0.375,hybrid,dissonance,58,25,58,83,69.9,50.0,58.29,83,116
65,1.0,20,100,0.375,hybrid,dissonance,58,25,58,83,69.9,50.0,58.29,83,116
55,0.75,5,75,0.25,hybrid_split,dissonance,59,26,57,83,69.4,50.9,58.71,85,116
15,0.75,30,150,0.125,hybrid_split,dissonance,61,28,55,83,68.5,52.6,59.51,89,116
35,0.75,25,150,0.25,hybrid_split,dissonance,61,28,55,83,68.5,52.6,59.51,89,116
35,0.75,15,150,0.625,hybrid,dissonance,62,29,54,83,68.1,53.4,59.9,91,116
15,0.75,10,150,0.625,hybrid,dissonance,63,30,53,83,67.7,54.3,60.29,93,116
15,0.75,10,150,0.75,hybrid,dissonance,63,30,53,83,67.7,54.3,60.29,93,116
15,0.75,15,150,0.75,hybrid,dissonance,63,30,53,83,67.7,54.3,60.29,93,116
35,0.75,5,150,0.625,hybrid,dissonance,63,30,53,83,67.7,54.3,60.29,93,116
35,0.75,5,150,0.75,hybrid,dissonance,63,30,53,83,67.7,54.3,60.29,93,116
45,0.75,5,150,0.75,hybrid,dissonance,63,30,53,83,67.7,54.3,60.29,93,116
55,0.75,5,150,0.75,hybrid,dissonance,63,30,53,83,67.7,54.3,60.29,93,116
55,1.0,15,100,0.5,hybrid,dissonance,63,30,53,83,67.7,54.3,60.29,93,116
65,0.75,15,150,0.75,hybrid,dissonance,63,30,53,83,67.7,54.3,60.29,93,116
25,1.0,20,100,0.25,hybrid,dissonance,64,31,52,83,67.4,55.2,60.66,95,116
35,0.75,5,75,0.125,hybrid,dissonance,64,31,52,83,67.4,55.2,60.66,95,116
65,0.75,5,150,0.75,hybrid,dissonance,64,31,52,83,67.4,55.2,60.66,95,116
55,0.75,5,100,0.375,hybrid_split,dissonance,65,32,51,83,67.0,56.0,61.03,97,116
45,0.75,15,100,0.375,hybrid,dissonance,66,33,50,83,66.7,56.9,61.4,99,116
55,0.75,10,75,0.375,hybrid,dissonance,67,34,49,83,66.3,57.8,61.75,101,116
35,1.0,5,100,0.25,hybrid_split,dissonance,68,35,48,83,66.0,58.6,62.1,103,116
65,1.25,25,75,0.5,hybrid,dissonance,70,37,46,83,65.4,60.3,62.78,107,116
15,1.0,10,100,0.25,hybrid,dissonance,72,39,44,83,64.9,62.1,63.44,111,116
65,1.25,30,75,0.5,hybrid_split,dissonance,73,40,43,83,64.6,62.9,63.76,113,116
35,0.75,5,75,0.25,hybrid_split,dissonance,74,41,42,83,64.3,63.8,64.07,115,116
65,1.0,10,100,0.625,hybrid,dissonance,76,43,40,83,63.9,65.5,64.68,119,116
45,0.75,15,10,0.25,hybrid,dissonance,78,45,38,83,63.4,67.2,65.27,123,116
45,0.75,15,10,0.25,hybrid_split,dissonance,78,45,38,83,63.4,67.2,65.27,123,116
45,0.75,15,25,0.25,hybrid,dissonance,78,45,38,83,63.4,67.2,65.27,123,116
45,0.75,15,25,0.25,hybrid_split,dissonance,78,45,38,83,63.4,67.2,65.27,123,116
45,0.75,15,50,0.25,hybrid,dissonance,78,45,38,83,63.4,67.2,65.27,123,116
45,0.75,15,50,0.25,hybrid_split,dissonance,78,45,38,83,63.4,67.2,65.27,123,116
65,1.0,10,100,0.75,hybrid,dissonance,79,46,37,83,63.2,68.1,65.56,125,116
35,0.75,15,75,0.125,hybrid,dissonance,80,47,36,83,63.0,69.0,65.84,127,116
45,0.75,25,10,0.25,hybrid,dissonance,80,47,36,83,63.0,69.0,65.84,127,116
45,0.75,25,10,0.25,hybrid_split,dissonance,80,47,36,83,63.0,69.0,65.84,127,116
45,0.75,25,25,0.25,hybrid,dissonance,80,47,36,83,63.0,69.0,65.84,127,116
45,0.75,25,25,0.25,hybrid_split,dissonance,80,47,36,83,63.0,69.0,65.84,127,116
45,0.75,25,50,0.25,hybrid,dissonance,80,47,36,83,63.0,69.0,65.84,127,116
45,0.75,25,50,0.25,hybrid_split,dissonance,80,47,36,83,63.0,69.0,65.84,127,116
25,0.5,25,100,0.25,hybrid,dissonance,84,51,32,83,62.2,72.4,66.93,135,116
25,0.5,30,100,0.25,hybrid,dissonance,84,51,32,83,62.2,72.4,66.93,135,116
35,1.0,20,75,0.375,hybrid,dissonance,86,53,30,83,61.9,74.1,67.45,139,116
25,0.5,20,100,0.25,hybrid,dissonance,88,55,28,83,61.5,75.9,67.95,143,116
35,0.5,30,100,0.375,hybrid,dissonance,88,55,28,83,61.5,75.9,67.95,143,116
35,0.75,15,75,0.25,hybrid_split,dissonance,91,58,25,83,61.1,78.4,68.68,149,116
65,0.75,5,100,0.5,hybrid_split,dissonance,91,58,25,83,61.1,78.4,68.68,149,116
25,0.75,10,75,0.125,hybrid_split,dissonance,95,62,21,83,60.5,81.9,69.6,157,116
45,0.75,20,10,0.375,hybrid,dissonance,97,64,19,83,60.2,83.6,70.04,161,116
45,0.75,20,10,0.375,hybrid_split,dissonance,97,64,19,83,60.2,83.6,70.04,161,116
45,0.75,20,25,0.375,hybrid,dissonance,97,64,19,83,60.2,83.6,70.04,161,116
45,0.75,20,25,0.375,hybrid_split,dissonance,97,64,19,83,60.2,83.6,70.04,161,116
45,0.75,20,50,0.375,hybrid,dissonance,97,64,19,83,60.2,83.6,70.04,161,116
45,0.75,20,50,0.375,hybrid_split,dissonance,97,64,19,83,60.2,83.6,70.04,161,116
45,0.75,15,10,0.5,hybrid,dissonance,101,68,15,83,59.8,87.1,70.88,169,116
45,0.75,15,10,0.5,hybrid_split,dissonance,101,68,15,83,59.8,87.1,70.88,169,116
45,0.75,15,25,0.5,hybrid,dissonance,101,68,15,83,59.8,87.1,70.88,169,116
45,0.75,15,25,0.5,hybrid_split,dissonance,101,68,15,83,59.8,87.1,70.88,169,116
45,0.75,15,50,0.5,hybrid,dissonance,101,68,15,83,59.8,87.1,70.88,169,116
45,0.75,15,50,0.5,hybrid_split,dissonance,101,68,15,83,59.8,87.1,70.88,169,116
35,0.75,20,10,0.375,hybrid,dissonance,104,71,12,83,59.4,89.7,71.48,175,116
35,0.75,20,10,0.375,hybrid_split,dissonance,104,71,12,83,59.4,89.7,71.48,175,116
35,0.75,20,25,0.375,hybrid,dissonance,104,71,12,83,59.4,89.7,71.48,175,116
35,0.75,20,25,0.375,hybrid_split,dissonance,104,71,12,83,59.4,89.7,71.48,175,116
35,0.75,20,50,0.375,hybrid,dissonance,104,71,12,83,59.4,89.7,71.48,175,116
35,0.75,20,50,0.375,hybrid_split,dissonance,104,71,12,83,59.4,89.7,71.48,175,116
35,0.75,25,75,0.5,hybrid_split,dissonance,104,71,12,83,59.4,89.7,71.48,175,116
35,0.75,30,10,0.5,hybrid,dissonance,105,72,11,83,59.3,90.5,71.67,177,116
35,0.75,30,10,0.5,hybrid_split,dissonance,105,72,11,83,59.3,90.5,71.67,177,116
35,0.75,30,25,0.5,hybrid,dissonance,105,72,11,83,59.3,90.5,71.67,177,116
35,0.75,30,25,0.5,hybrid_split,dissonance,105,72,11,83,59.3,90.5,71.67,177,116
35,0.75,30,50,0.5,hybrid,dissonance,105,72,11,83,59.3,90.5,71.67,177,116
35,0.75,30,50,0.5,hybrid_split,dissonance,105,72,11,83,59.3,90.5,71.67,177,116
25,0.75,10,10,0.375,hybrid,dissonance,106,73,10,83,59.2,91.4,71.86,179,116
25,0.75,10,10,0.375,hybrid_split,dissonance,106,73,10,83,59.2,91.4,71.86,179,116
25,0.75,10,25,0.375,hybrid,dissonance,106,73,10,83,59.2,91.4,71.86,179,116
25,0.75,10,25,0.375,hybrid_split,dissonance,106,73,10,83,59.2,91.4,71.86,179,116
25,0.75,10,50,0.375,hybrid,dissonance,106,73,10,83,59.2,91.4,71.86,179,116
25,0.75,10,50,0.375,hybrid_split,dissonance,106,73,10,83,59.2,91.4,71.86,179,116
15,0.75,5,75,0.375,hybrid,dissonance,107,74,9,83,59.1,92.2,72.05,181,116
15,0.75,10,75,0.375,hybrid,dissonance,107,74,9,83,59.1,92.2,72.05,181,116
15,0.75,10,10,0.125,hybrid,dissonance,108,75,8,83,59.0,93.1,72.24,183,116
15,0.75,10,10,0.125,hybrid_split,dissonance,108,75,8,83,59.0,93.1,72.24,183,116
15,0.75,10,25,0.125,hybrid,dissonance,108,75,8,83,59.0,93.1,72.24,183,116
15,0.75,10,25,0.125,hybrid_split,dissonance,108,75,8,83,59.0,93.1,72.24,183,116
15,0.75,10,50,0.125,hybrid,dissonance,108,75,8,83,59.0,93.1,72.24,183,116
15,0.75,10,50,0.125,hybrid_split,dissonance,108,75,8,83,59.0,93.1,72.24,183,116
25,0.75,15,10,0.375,hybrid,dissonance,108,75,8,83,59.0,93.1,72.24,183,116
25,0.75,15,10,0.375,hybrid_split,dissonance,108,75,8,83,59.0,93.1,72.24,183,116
25,0.75,15,25,0.375,hybrid,dissonance,108,75,8,83,59.0,93.1,72.24,183,116
25,0.75,15,25,0.375,hybrid_split,dissonance,108,75,8,83,59.0,93.1,72.24,183,116
25,0.75,15,50,0.375,hybrid,dissonance,108,75,8,83,59.0,93.1,72.24,183,116
25,0.75,15,50,0.375,hybrid_split,dissonance,108,75,8,83,59.0,93.1,72.24,183,116
55,0.75,20,75,0.625,hybrid,dissonance,108,75,8,83,59.0,93.1,72.24,183,116
65,0.75,10,75,0.625,hybrid,dissonance,108,75,8,83,59.0,93.1,72.24,183,116
65,0.75,15,75,0.625,hybrid,dissonance,108,75,8,83,59.0,93.1,72.24,183,116
15,0.75,10,10,0.25,hybrid,dissonance,109,76,7,83,58.9,94.0,72.43,185,116
15,0.75,10,10,0.25,hybrid_split,dissonance,109,76,7,83,58.9,94.0,72.43,185,116
15,0.75,10,25,0.25,hybrid,dissonance,109,76,7,83,58.9,94.0,72.43,185,116
15,0.75,10,25,0.25,hybrid_split,dissonance,109,76,7,83,58.9,94.0,72.43,185,116
15,0.75,10,50,0.25,hybrid,dissonance,109,76,7,83,58.9,94.0,72.43,185,116
15,0.75,10,50,0.25,hybrid_split,dissonance,109,76,7,83,58.9,94.0,72.43,185,116
25,0.75,15,10,0.5,hybrid,dissonance,110,77,6,83,58.8,94.8,72.61,187,116
25,0.75,15,10,0.5,hybrid_split,dissonance,110,77,6,83,58.8,94.8,72.61,187,116
25,0.75,15,25,0.5,hybrid,dissonance,110,77,6,83,58.8,94.8,72.61,187,116
25,0.75,15,25,0.5,hybrid_split,dissonance,110,77,6,83,58.8,94.8,72.61,187,116
25,0.75,15,50,0.5,hybrid,dissonance,110,77,6,83,58.8,94.8,72.61,187,116
25,0.75,15,50,0.5,hybrid_split,dissonance,110,77,6,83,58.8,94.8,72.61,187,116
55,0.75,30,10,0.625,hybrid,dissonance,110,77,6,83,58.8,94.8,72.61,187,116
55,0.75,30,10,0.625,hybrid_split,dissonance,110,77,6,83,58.8,94.8,72.61,187,116
55,0.75,30,25,0.625,hybrid,dissonance,110,77,6,83,58.8,94.8,72.61,187,116
55,0.75,30,25,0.625,hybrid_split,dissonance,110,77,6,83,58.8,94.8,72.61,187,116
55,0.75,30,50,0.625,hybrid,dissonance,110,77,6,83,58.8,94.8,72.61,187,116
55,0.75,30,50,0.625,hybrid_split,dissonance,110,77,6,83,58.8,94.8,72.61,187,116
15,0.75,20,10,0.5,hybrid,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
15,0.75,20,10,0.5,hybrid_split,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
15,0.75,20,25,0.5,hybrid,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
15,0.75,20,25,0.5,hybrid_split,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
15,0.75,20,50,0.5,hybrid,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
15,0.75,20,50,0.5,hybrid_split,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
15,0.75,25,10,0.5,hybrid,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
15,0.75,25,10,0.5,hybrid_split,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
15,0.75,25,25,0.5,hybrid,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
15,0.75,25,25,0.5,hybrid_split,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
15,0.75,25,50,0.5,hybrid,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
15,0.75,25,50,0.5,hybrid_split,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
65,0.75,25,10,0.625,hybrid,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
65,0.75,25,10,0.625,hybrid_split,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
65,0.75,25,25,0.625,hybrid,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
65,0.75,25,25,0.625,hybrid_split,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
65,0.75,25,50,0.625,hybrid,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
65,0.75,25,50,0.625,hybrid_split,dissonance,111,78,5,83,58.7,95.7,72.79,189,116
35,0.25,30,150,0.75,hybrid,dissonance,58,26,58,84,69.0,50.0,58.0,84,116
45,0.25,30,150,0.75,hybrid,dissonance,58,26,58,84,69.0,50.0,58.0,84,116
55,0.25,30,150,0.75,hybrid,dissonance,58,26,58,84,69.0,50.0,58.0,84,116
65,0.25,30,150,0.75,hybrid,dissonance,58,26,58,84,69.0,50.0,58.0,84,116
65,1.25,30,100,0.5,hybrid,dissonance,58,26,58,84,69.0,50.0,58.0,84,116
65,0.5,15,150,0.625,hybrid,dissonance,59,27,57,84,68.6,50.9,58.42,86,116
65,0.5,15,150,0.75,hybrid,dissonance,59,27,57,84,68.6,50.9,58.42,86,116
15,0.75,25,150,0.125,hybrid_split,dissonance,61,29,55,84,67.8,52.6,59.22,90,116
35,0.5,25,150,0.25,hybrid_split,dissonance,61,29,55,84,67.8,52.6,59.22,90,116
25,0.75,15,150,0.625,hybrid,dissonance,62,30,54,84,67.4,53.4,59.62,92,116
35,0.75,10,150,0.625,hybrid,dissonance,62,30,54,84,67.4,53.4,59.62,92,116
35,0.75,10,150,0.75,hybrid,dissonance,62,30,54,84,67.4,53.4,59.62,92,116
35,0.75,15,150,0.75,hybrid,dissonance,62,30,54,84,67.4,53.4,59.62,92,116
45,0.75,10,150,0.75,hybrid,dissonance,62,30,54,84,67.4,53.4,59.62,92,116
45,0.75,15,150,0.75,hybrid,dissonance,62,30,54,84,67.4,53.4,59.62,92,116
55,0.75,10,150,0.75,hybrid,dissonance,62,30,54,84,67.4,53.4,59.62,92,116
55,0.75,15,150,0.75,hybrid,dissonance,62,30,54,84,67.4,53.4,59.62,92,116
25,0.75,5,150,0.625,hybrid,dissonance,63,31,53,84,67.0,54.3,60.0,94,116
25,0.75,5,150,0.75,hybrid,dissonance,63,31,53,84,67.0,54.3,60.0,94,116
35,1.0,5,100,0.25,hybrid,dissonance,63,31,53,84,67.0,54.3,60.0,94,116
45,0.75,15,100,0.25,hybrid_split,dissonance,63,31,53,84,67.0,54.3,60.0,94,116
65,0.75,10,150,0.75,hybrid,dissonance,63,31,53,84,67.0,54.3,60.0,94,116
45,1.0,30,100,0.5,hybrid,dissonance,66,34,50,84,66.0,56.9,61.11,100,116
35,1.0,30,100,0.5,hybrid,dissonance,67,35,49,84,65.7,57.8,61.47,102,116
15,1.0,25,100,0.125,hybrid,dissonance,68,36,48,84,65.4,58.6,61.82,104,116
15,1.0,15,100,0.25,hybrid,dissonance,69,37,47,84,65.1,59.5,62.16,106,116
15,1.25,30,100,0.25,hybrid_split,dissonance,69,37,47,84,65.1,59.5,62.16,106,116
55,1.25,30,75,0.5,hybrid,dissonance,69,37,47,84,65.1,59.5,62.16,106,116
35,1.0,10,75,0.25,hybrid,dissonance,70,38,46,84,64.8,60.3,62.5,108,116
65,1.0,30,100,0.625,hybrid,dissonance,70,38,46,84,64.8,60.3,62.5,108,116
35,0.75,20,100,0.125,hybrid_split,dissonance,71,39,45,84,64.5,61.2,62.83,110,116
35,1.0,15,75,0.25,hybrid,dissonance,71,39,45,84,64.5,61.2,62.83,110,116
55,1.25,30,75,0.5,hybrid_split,dissonance,71,39,45,84,64.5,61.2,62.83,110,116
55,1.0,30,75,0.375,hybrid,dissonance,72,40,44,84,64.3,62.1,63.16,112,116
35,1.0,15,75,0.25,hybrid_split,dissonance,74,42,42,84,63.8,63.8,63.79,116,116
55,1.0,20,75,0.375,hybrid,dissonance,74,42,42,84,63.8,63.8,63.79,116,116
25,1.0,20,100,0.75,hybrid,dissonance,75,43,41,84,63.6,64.7,64.1,118,116
55,1.0,25,75,0.375,hybrid_split,dissonance,75,43,41,84,63.6,64.7,64.1,118,116
15,1.0,20,100,0.625,hybrid,dissonance,76,44,40,84,63.3,65.5,64.41,120,116
15,1.0,20,100,0.75,hybrid,dissonance,76,44,40,84,63.3,65.5,64.41,120,116
55,1.0,20,75,0.375,hybrid_split,dissonance,76,44,40,84,63.3,65.5,64.41,120,116
35,1.0,10,100,0.625,hybrid,dissonance,77,45,39,84,63.1,66.4,64.71,122,116
65,1.0,5,100,0.625,hybrid,dissonance,77,45,39,84,63.1,66.4,64.71,122,116
65,0.75,10,10,0.375,hybrid,dissonance,79,47,37,84,62.7,68.1,65.29,126,116
65,0.75,10,10,0.375,hybrid_split,dissonance,79,47,37,84,62.7,68.1,65.29,126,116
65,0.75,10,25,0.375,hybrid,dissonance,79,47,37,84,62.7,68.1,65.29,126,116
65,0.75,10,25,0.375,hybrid_split,dissonance,79,47,37,84,62.7,68.1,65.29,126,116
65,0.75,10,50,0.375,hybrid,dissonance,79,47,37,84,62.7,68.1,65.29,126,116
65,0.75,10,50,0.375,hybrid_split,dissonance,79,47,37,84,62.7,68.1,65.29,126,116
65,1.0,5,100,0.75,hybrid,dissonance,80,48,36,84,62.5,69.0,65.57,128,116
45,0.75,20,150,0.375,hybrid_split,dissonance,81,49,35,84,62.3,69.8,65.85,130,116
65,0.75,15,10,0.375,hybrid,dissonance,81,49,35,84,62.3,69.8,65.85,130,116
65,0.75,15,10,0.375,hybrid_split,dissonance,81,49,35,84,62.3,69.8,65.85,130,116
65,0.75,15,25,0.375,hybrid,dissonance,81,49,35,84,62.3,69.8,65.85,130,116
65,0.75,15,25,0.375,hybrid_split,dissonance,81,49,35,84,62.3,69.8,65.85,130,116
65,0.75,15,50,0.375,hybrid,dissonance,81,49,35,84,62.3,69.8,65.85,130,116
65,0.75,15,50,0.375,hybrid_split,dissonance,81,49,35,84,62.3,69.8,65.85,130,116
65,0.75,15,75,0.375,hybrid_split,dissonance,81,49,35,84,62.3,69.8,65.85,130,116
25,0.5,25,100,0.125,hybrid,dissonance,82,50,34,84,62.1,70.7,66.13,132,116
25,0.5,30,100,0.125,hybrid,dissonance,82,50,34,84,62.1,70.7,66.13,132,116
35,1.0,20,100,0.375,hybrid_split,dissonance,82,50,34,84,62.1,70.7,66.13,132,116
25,0.75,20,150,0.375,hybrid_split,dissonance,84,52,32,84,61.8,72.4,66.67,136,116
25,0.5,20,100,0.125,hybrid,dissonance,86,54,30,84,61.4,74.1,67.19,140,116
35,0.75,10,75,0.25,hybrid_split,dissonance,87,55,29,84,61.3,75.0,67.44,142,116
35,0.75,15,150,0.5,hybrid_split,dissonance,88,56,28,84,61.1,75.9,67.69,144,116
35,0.75,5,75,0.375,hybrid,dissonance,89,57,27,84,61.0,76.7,67.94,146,116
35,1.0,20,75,0.375,hybrid_split,dissonance,89,57,27,84,61.0,76.7,67.94,146,116
15,0.5,25,100,0.25,hybrid,dissonance,90,58,26,84,60.8,77.6,68.18,148,116
15,0.5,30,100,0.25,hybrid,dissonance,90,58,26,84,60.8,77.6,68.18,148,116
35,0.5,20,100,0.375,hybrid,dissonance,90,58,26,84,60.8,77.6,68.18,148,116
55,0.75,10,100,0.5,hybrid_split,dissonance,91,59,25,84,60.7,78.4,68.42,150,116
35,0.75,30,75,0.25,hybrid_split,dissonance,92,60,24,84,60.5,79.3,68.66,152,116
45,0.75,15,75,0.375,hybrid,dissonance,94,62,22,84,60.3,81.0,69.12,156,116
15,0.5,25,100,0.5,hybrid,dissonance,95,63,21,84,60.1,81.9,69.34,158,116
15,0.5,30,100,0.5,hybrid,dissonance,95,63,21,84,60.1,81.9,69.34,158,116
35,0.75,25,75,0.25,hybrid_split,dissonance,95,63,21,84,60.1,81.9,69.34,158,116
45,0.75,20,75,0.375,hybrid_split,dissonance,96,64,20,84,60.0,82.8,69.57,160,116
35,0.75,5,100,0.5,hybrid_split,dissonance,98,66,18,84,59.8,84.5,70.0,164,116
35,0.75,20,10,0.25,hybrid,dissonance,99,67,17,84,59.6,85.3,70.21,166,116
35,0.75,20,10,0.25,hybrid_split,dissonance,99,67,17,84,59.6,85.3,70.21,166,116
35,0.75,20,25,0.25,hybrid,dissonance,99,67,17,84,59.6,85.3,70.21,166,116
35,0.75,20,25,0.25,hybrid_split,dissonance,99,67,17,84,59.6,85.3,70.21,166,116
35,0.75,20,50,0.25,hybrid,dissonance,99,67,17,84,59.6,85.3,70.21,166,116
35,0.75,20,50,0.25,hybrid_split,dissonance,99,67,17,84,59.6,85.3,70.21,166,116
45,0.75,10,75,0.5,hybrid,dissonance,100,68,16,84,59.5,86.2,70.42,168,116
55,0.75,5,75,0.5,hybrid_split,dissonance,100,68,16,84,59.5,86.2,70.42,168,116
35,0.75,30,10,0.375,hybrid,dissonance,102,70,14,84,59.3,87.9,70.83,172,116
35,0.75,30,10,0.375,hybrid_split,dissonance,102,70,14,84,59.3,87.9,70.83,172,116
35,0.75,30,25,0.375,hybrid,dissonance,102,70,14,84,59.3,87.9,70.83,172,116
35,0.75,30,25,0.375,hybrid_split,dissonance,102,70,14,84,59.3,87.9,70.83,172,116
35,0.75,30,50,0.375,hybrid,dissonance,102,70,14,84,59.3,87.9,70.83,172,116
35,0.75,30,50,0.375,hybrid_split,dissonance,102,70,14,84,59.3,87.9,70.83,172,116
35,0.75,15,75,0.5,hybrid_split,dissonance,104,72,12,84,59.1,89.7,71.23,176,116
25,0.75,15,75,0.375,hybrid_split,dissonance,106,74,10,84,58.9,91.4,71.62,180,116
15,0.75,5,75,0.25,hybrid_split,dissonance,107,75,9,84,58.8,92.2,71.81,182,116
45,0.75,30,75,0.625,hybrid,dissonance,107,75,9,84,58.8,92.2,71.81,182,116
25,0.75,15,75,0.5,hybrid_split,dissonance,108,76,8,84,58.7,93.1,72.0,184,116
55,0.75,30,75,0.625,hybrid_split,dissonance,108,76,8,84,58.7,93.1,72.0,184,116
15,0.75,15,10,0.375,hybrid,dissonance,109,77,7,84,58.6,94.0,72.19,186,116
15,0.75,15,10,0.375,hybrid_split,dissonance,109,77,7,84,58.6,94.0,72.19,186,116
15,0.75,15,25,0.375,hybrid,dissonance,109,77,7,84,58.6,94.0,72.19,186,116
15,0.75,15,25,0.375,hybrid_split,dissonance,109,77,7,84,58.6,94.0,72.19,186,116
15,0.75,15,50,0.375,hybrid,dissonance,109,77,7,84,58.6,94.0,72.19,186,116
15,0.75,15,50,0.375,hybrid_split,dissonance,109,77,7,84,58.6,94.0,72.19,186,116
15,0.75,20,75,0.5,hybrid_split,dissonance,109,77,7,84,58.6,94.0,72.19,186,116
15,0.75,25,75,0.5,hybrid_split,dissonance,109,77,7,84,58.6,94.0,72.19,186,116
65,0.75,25,75,0.625,hybrid_split,dissonance,109,77,7,84,58.6,94.0,72.19,186,116
35,0.75,30,75,0.75,hybrid,dissonance,110,78,6,84,58.5,94.8,72.37,188,116
65,0.75,30,10,0.75,hybrid,dissonance,113,81,3,84,58.2,97.4,72.9,194,116
65,0.75,30,10,0.75,hybrid_split,dissonance,113,81,3,84,58.2,97.4,72.9,194,116
65,0.75,30,25,0.75,hybrid,dissonance,113,81,3,84,58.2,97.4,72.9,194,116
65,0.75,30,25,0.75,hybrid_split,dissonance,113,81,3,84,58.2,97.4,72.9,194,116
65,0.75,30,50,0.75,hybrid,dissonance,113,81,3,84,58.2,97.4,72.9,194,116
65,0.75,30,50,0.75,hybrid_split,dissonance,113,81,3,84,58.2,97.4,72.9,194,116
15,0.5,5,150,0.625,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
15,0.5,5,150,0.75,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
15,0.5,10,150,0.625,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
15,0.5,10,150,0.75,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
15,0.5,15,150,0.625,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
15,0.5,15,150,0.75,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
25,0.5,5,150,0.625,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
25,0.5,5,150,0.75,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
25,0.5,10,150,0.625,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
25,0.5,10,150,0.75,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
25,0.5,15,150,0.625,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
25,0.5,15,150,0.75,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
35,0.25,20,150,0.75,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
35,0.25,25,150,0.75,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
35,0.5,5,150,0.625,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
35,0.5,5,150,0.75,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
35,0.5,10,150,0.625,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
35,0.5,10,150,0.75,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
35,0.5,15,150,0.625,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
35,0.5,15,150,0.75,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
45,0.25,20,150,0.75,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
45,0.25,25,150,0.75,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
45,0.5,5,150,0.625,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
45,0.5,5,150,0.75,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
45,0.5,10,150,0.625,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
45,0.5,10,150,0.75,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
45,0.5,15,150,0.625,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
45,0.5,15,150,0.75,hybrid,dissonance,58,27,58,85,68.2,50.0,57.71,85,116
